rating	review	book_title	user	review_title
4	"So, I volunteer at a library, in what the librarians call the ""Popular Library,"" which consists of the area with the DVDs, music CDs and of course, the audiobooks. The majority of the titles in the audiobook section are romance novels. It struck me as a hilarious idea, and indeed, each of the aud..."	The Adventures of Sherlock Holmes	Kelly	So, I volunteer at a
4	4/5Los relatos de Sherlock Holmes siempre son una lectura segura a la que recurrir. Y es que da igual que todos sigan el mismo patrn y ya est muy familiarizada con los mtodos deductivos de Sherlock, siempre me reconforta leerlos. Ya habl en otras reseas de Arthur Conan Doyle de lo que me gus...	The Adventures of Sherlock Holmes	Pau	4/5Los relatos de Sherlock Holmes
3	A Scandal in Bohemia (3 stars) Wilhelm Gottsreich Sigismond von Ormstein, King of Bohemia is arranged to marry the daughter of the King of Scandinavia but he loves another girl. Irene Alder. Entertaining. Fast-paced. I love the disguises!The Red-Headed League (3 stars) Mr. Jabez Wilson has an app...	The Adventures of Sherlock Holmes	K.D. Absolutely	A Scandal in Bohemia (3
4	"Done! Since I telework on Monday and Fridays now (working from home due to PT) I am able to get up so much earlier and get through a lot more pages. Glad I finished this today. I started sneaking peeks at ""Peril at End House"" and can't wait to get to that one next!Good collection of Sherlock Holmes stories by Barnes and Noble."	The Adventures of Sherlock Holmes	Obsidian	Done
3	Como siempre, la agudeza y el ingenio de Holmes hacen que cada aventura parezca compleja al principio y que transcurra con muchas rapidez, adems de resultar simple y menos dramtica al final. Mi admiracin no hace ms que crecer por el simple hecho de que a fin de cuentas todo se reduzca a la ex...	The Adventures of Sherlock Holmes	Sonia	Como siempre, la agudeza y
4	Kultni klasik definitivno, ali italac ne moe ba u potpunosti da se uivi u priu, da pogodi reenje ili slino, poto esto se desi da je neki sasvim deseti lik karakter, a toboe opravdano dedukcijom. Da ne mraim, zaista ima fantastinih primera i genijalnih reenja, ali ne toliko uverljivih...	The Adventures of Sherlock Holmes	Konstantin	Kultni klasik definitivno, ali italac
5	Me declaro fantica absoluta de Sherlock Holmes... creo que es la mejor opinin que puedo dar.	The Adventures of Sherlock Holmes	Lau 	Me declaro fantica absoluta de
5	Last night, at about 2 am, I finished 'One Flew Over the Cuckoo's Nest' by Ken Kesey. I lay awake for a long time afterward, watching the bars of light on the ceiling, holding my eyes open until the pupils dilated enough to shrink the light, then I'd blink and have to start all over.Finally I sat...	One Flew Over the Cuckoo's Nest	Samara Steele	Last night, at about 2
5	Profane, hilarious, disturbing, heartbreaking, shocking  powerful.Ken Keseys genre defining 1962 novel that was made into a Broadway play and then made into an Academy Award winning film starring Jack Nicholson will inspire strong emotions. I can see people loving it or hating it.I loved it.Fir...	One Flew Over the Cuckoo's Nest	Lyn	Profane, hilarious, disturbing, heartbreaking, shocking
2	"I have a love/hate relationship with this book. The writing and imagery are superb and I always love a ""down with tyrannical overloads, generic living, and medicalization"" moral, but its other lesson leaves me cringing. In the basic knowledge I have of Ken Kesey, the book ultimately seems very mi..."	One Flew Over the Cuckoo's Nest	Milo	I have a love/hate relationship
5	My friend Ed was recently updating his books with reviews on here and this book popped up in my feed. It's my husband's favorite movie/book of all time and I realized that I had never picked the book up. I've watched bits and pieces of the movie in the three thousand times that my husband has wat...	One Flew Over the Cuckoo's Nest	Shelby *trains flying monkeys*	My friend Ed was recently
4	Almost done! It's really interesting to see how the movie and the book are so similar in many ways, but SO SO different in others. I'm glad I decided to pick up the book!!	One Flew Over the Cuckoo's Nest	Raeleen Lemay	Almost done
5	I just watched an interview with Stephen Fry and he mentioned this book. Read it a long long time ago. Read it for highschool already I think. Remember being shocked and amazed. Scary, funny, dark and wonderful at the same time. Un-be-lievable. And I just realized this is one of the best and impr...	One Flew Over the Cuckoo's Nest	Annet	I just watched an interview
4	"I needed some time to get used to the writing style, but letting the Chief (an outside figure, who, due to his ""deafness"", doesn't intervene with the main storyline too much) is certainly a stroke of genius, and after a while, I got used to his way of telling the story.All the characters found a..."	One Flew Over the Cuckoo's Nest	Anne	I needed some time to
5	loved this.One of my favourites.	One Flew Over the Cuckoo's Nest	F	loved this
4	Having seen the Jack Nicholson movie I thought that this book was comedy. Suprise: it's serious!	One Flew Over the Cuckoo's Nest	K.D. Absolutely	Having seen the Jack Nicholson
2	Really unpopular opinion coming your way. Escape while you can.^^ How much of life is defined by choices and how much is determined by fate? Or is really fate that directs lifes order or is it peoples thirst for power, to remain strong? Does the rabbit live in a hole because the wolf decided s...	One Flew Over the Cuckoo's Nest	Aj the Ravenous Reader	Really unpopular opinion coming your
4	436. One Flew Over The Cuckoos Nest, Ken KeseyOne Flew Over the Cuckoo's Nest (1962) is a novel written by Ken Kesey. Set in an Oregon psychiatric hospital, the narrative serves as a study of the institutional processes and the human mind as well as a critique of behaviorism and a celebration of...	One Flew Over the Cuckoo's Nest	Ahmad Sharabiani	436
4	...	One Flew Over the Cuckoo's Nest	Foad	
5	All I know is this: nobodys very big in the first place, and it looks to me like everybody spends their whole life tearing everybody else down.- Ken Kesey, One Flew Over the Cuckoos NestThis is a book I had little interest in reading. A novel set in an insane asylum? No thanks. I spent four y...	One Flew Over the Cuckoo's Nest	Matt	All I know is this:
5	This is one of the most fantastic novels of individualism pitted against the vast depersonalization of industrial society ever written. Ken Kesey has an extraordinary grasp of the challenges faced by us all in modern civilization, and he is able to convey his ideas through some of the richest ima...	One Flew Over the Cuckoo's Nest	Ann	This is one of the
4	"""I been away a long time."""	One Flew Over the Cuckoo's Nest	Dannii Elle	"""I been away a long"
4	"Like most people who grew up in the 60s, I loved this book and, even more, the film version with Jack Nicholson. I was reminded of it yesterday when Not and I got to talking about the Winona Ryder movie Girl, Interrupted. ""Oh,"" said Not dismissively, ""it's just a remake of One Flew Over the Cucko..."	One Flew Over the Cuckoo's Nest	Manny	Like most people who grew
5	I thought this was one of the best books I had ever read years ago. (just could not stop thinking of it)....THEN....I went to see the stage play in S.F. (young maiden in High School) -- Powerful Classic!	One Flew Over the Cuckoo's Nest	Elyse Walters	I thought this was one
4	4.5 He knows that you have to laugh at the things that hurt you just to keep yourself in balance, just to keep the world from running you plumb crazy.This was one heck of an intelligent, gripping and daring novel. Whilst, Ken Kesey's work is classified as a classic - it definitely does in no way...	One Flew Over the Cuckoo's Nest	emily	4
